full_date,date,weekday,time,mood,activities,scales,note_title,note
2025-01-02,January 2,Thursday,19:34,good,cooking | music | baking | bike | deep-work,Sleep quality: 5/5,,Feeling like fun night out that lifted my mood. Could have been better honestly. Had a fun night out that lifted my mood. Hoping next week is calmer.
2025-01-03,January 3,Friday,22:35,good,swim | sketching | shopping | haircut | concert | board-games | tea | party | music | travel | groceries | deep-work,Sleep quality: 5/5,,Started the morning with bit of a struggle with motivation. Looking forward to tomorrow.
2025-01-05,January 5,Sunday,05:56,good,sunny | guitar | car-maintenance | gaming | podcast | board-games | haircut | gardening | laundry | deep-work,Sleep quality: 1/5,,Spent most of the day slow start but it picked up. Could have been better honestly. Had a busy day running errands. Grateful for the small things. Feeling like fun night out that lifted my mood. Trying to keep a steady routine.
2025-01-06,January 6,Monday,02:54,bad,run | volunteering | work | party | hike | board-games | doctor | haircut | deep-work,Sleep quality: 4/5,,Spent most of the day busy day running errands. Not much else to report. Ended up busy day running errands. Could have been better honestly. A pretty slow start but it picked up. Looking forward to tomorrow.
2025-01-07,January 7,Tuesday,21:29,good,nap | call-family | museum | party | deep-work,Sleep quality: 4/5,,Feeling like catch-up with an old friend. Grateful for the small things.
2025-01-08,January 8,Wednesday,20:08,meh,language-practice | meditation | guitar | sketching | baking | cleaning | gardening | bike | gaming | call-family | sunny | deep-work,Sleep quality: 1/5,,Started the morning with busy day running errands. Looking forward to tomorrow. Feeling like fun night out that lifted my mood. Trying to keep a steady routine. Ended up slow start but it picked up. Overall a decent day.
2025-01-09,January 9,Thursday,22:25,awful,nap | car-maintenance | family | cooking | deep-work,Sleep quality: 3/5,,Managed to get through long walk that helped clear my head. Trying to keep a steady routine. A pretty slow start but it picked up. Grateful for the small things. Had a nice evening cooking dinner. Grateful for the small things.
2025-01-10,January 10,Friday,06:36,good,groceries | doctor | board-games | car-maintenance | dentist | meditation | concert | deep-work,Sleep quality: 1/5,,Managed to get through slow start but it picked up. Grateful for the small things. Started the morning with long walk that helped clear my head. Need more sleep tonight.
2025-01-11,January 11,Saturday,21:29,meh,bike | party | volunteering | call-family | deep-work,Sleep quality: 4/5,,Started the morning with productive stretch of focused work. Looking forward to tomorrow. Today was catch-up with an old friend. Looking forward to tomorrow.
2025-01-12,January 12,Sunday,22:58,meh,podcast | cooking | journaling | dentist | deep-work,Sleep quality: 4/5,,Feeling like catch-up with an old friend. Looking forward to tomorrow. Ended up relaxing afternoon with a book. Overall a decent day.
2025-01-13,January 13,Monday,20:24,meh,volunteering | family | meeting | work | friends | dentist | gardening | sketching | haircut | budgeting | sunny | deep-work,Sleep quality: 3/5,,A pretty good session at work. Trying to keep a steady routine.
2025-01-14,January 14,Tuesday,22:12,good,bike | party | swim | cleaning | laundry | deep-work,Sleep quality: 5/5,,Ended up fun night out that lifted my mood. Looking forward to tomorrow.
2025-01-15,January 15,Wednesday,21:38,bad,run | swim | dentist | baking | commute | podcast | deep-work,Sleep quality: 4/5,,Feeling like fun night out that lifted my mood. Need more sleep tonight.
2025-01-16,January 16,Thursday,20:42,meh,cleaning | shopping | music | commute | rain | sketching | friends | party | deep-work,Sleep quality: 3/5,,A pretty busy day running errands. Need more sleep tonight. Had a nice evening cooking dinner. Trying to keep a steady routine. Feeling like relaxing afternoon with a book. Trying to keep a steady routine.
2025-01-17,January 17,Friday,19:37,good,yoga | cooking | baking | budgeting | party | tea | reading | coffee | guitar | car-maintenance | haircut | deep-work,Sleep quality: 2/5,,Feeling like stressful meeting that ran long. Trying to keep a steady routine. Feeling like bit of a struggle with motivation. Looking forward to tomorrow. Spent most of the day relaxing afternoon with a book. Grateful for the small things.
2025-01-18,January 18,Saturday,00:16,good,cleaning | family | travel | guitar | nap | deep-work,Sleep quality: 4/5,,A pretty long walk that helped clear my head. Overall a decent day. A pretty slow start but it picked up. Hoping next week is calmer.
2025-01-19,January 19,Sunday,23:41,good,gardening | sketching | tea | board-games | nap | journaling | family | movie | doctor | deep-work,Sleep quality: 2/5,,
2025-01-20,January 20,Monday,20:00,good,groceries | wine | yoga | sketching | dentist | tea | laundry | family | baking | guitar | volunteering | deep-work,Sleep quality: 4/5,,
2025-01-21,January 21,Tuesday,21:03,good,bike | hike | doctor | music | deep-work,Sleep quality: 1/5,,Managed to get through good session at work. Not much else to report. Spent most of the day catch-up with an old friend. Trying to keep a steady routine. Spent most of the day nice evening cooking dinner. Not much else to report.
2025-01-22,January 22,Wednesday,19:39,meh,journaling | shopping | haircut | yoga | gardening | concert | cleaning | groceries | deep-work,Sleep quality: 1/5,,Had a fun night out that lifted my mood. Hoping next week is calmer. Spent most of the day good session at work. Not much else to report.
2025-01-23,January 23,Thursday,20:43,bad,dentist | movie | baking | coffee | deep-work,Sleep quality: 2/5,,
2025-01-24,January 24,Friday,22:10,meh,gym | movie | call-family | concert | car-maintenance | deep-work,Sleep quality: 4/5,,Started the morning with quiet day at home. Hoping next week is calmer. Feeling like nice evening cooking dinner. Need more sleep tonight. Today was productive stretch of focused work. Trying to keep a steady routine.
2025-01-25,January 25,Saturday,22:29,bad,groceries | date-night | swim | commute | nap | family | run | cooking | rain | podcast | deep-work,Sleep quality: 5/5,,Had a stressful meeting that ran long. Looking forward to tomorrow. Had a good session at work. Need more sleep tonight. Had a productive stretch of focused work. Could have been better honestly.
2025-01-26,January 26,Sunday,20:35,good,meeting | sunny | groceries | board-games | deep-work,Sleep quality: 3/5,,
2025-01-27,January 27,Monday,20:26,good,gaming | swim | concert | meditation | deep-work,Sleep quality: 4/5,,
2025-01-28,January 28,Tuesday,21:28,good,run | meeting | doctor | meditation | bike | reading | deep-work,Sleep quality: 3/5,,
2025-01-29,January 29,Wednesday,23:41,good,shopping | car-maintenance | movie | guitar | commute | tea | journaling | rain | party | cooking | work | deep-work,Sleep quality: 1/5,,
2025-01-30,January 30,Thursday,22:50,meh,family | cooking | groceries | board-games | gym | movie | date-night | gaming | rain | travel | deep-work,Sleep quality: 5/5,,Today was tired but satisfied kind of day. Not much else to report.
2025-01-31,January 31,Friday,21:21,meh,language-practice | work | party | yoga | sketching | cleaning | shopping | friends | travel | deep-work,Sleep quality: 1/5,,
2025-02-01,February 1,Saturday,20:42,bad,baking | shopping | work | date-night | sunny | hike | family | party | deep-work,Sleep quality: 3/5,,A pretty long walk that helped clear my head. Not much else to report.
2025-02-02,February 2,Sunday,21:02,good,groceries | bike | meeting | sketching | baking | yoga | gardening | swim | gym | cooking | deep-work,Sleep quality: 5/5,,Started the morning with stressful meeting that ran long. Hoping next week is calmer.
2025-02-03,February 3,Monday,00:19,meh,walk | board-games | gardening | work | podcast | reading | shopping | wine | swim | party | deep-work,Sleep quality: 2/5,,Had a relaxing afternoon with a book. Grateful for the small things.
2025-02-04,February 4,Tuesday,21:23,bad,meditation | groceries | gardening | concert | date-night | travel | bike | haircut | tea | deep-work,Sleep quality: 4/5,,A pretty relaxing afternoon with a book. Grateful for the small things. Today was fun night out that lifted my mood. Could have been better honestly.
2025-02-05,February 5,Wednesday,19:43,meh,gardening | work | swim | groceries | deep-work,Sleep quality: 5/5,,
2025-02-06,February 6,Thursday,21:30,good,volunteering | sunny | groceries | car-maintenance | cleaning | tea | music | gym | deep-work,Sleep quality: 1/5,,
2025-02-07,February 7,Friday,23:44,good,gardening | cooking | wine | party | sunny | deep-work,Sleep quality: 5/5,,A pretty stressful meeting that ran long. Need more sleep tonight.
2025-02-08,February 8,Saturday,19:20,good,work | sketching | coffee | reading | deep-work,Sleep quality: 4/5,,Had a stressful meeting that ran long. Overall a decent day.
2025-02-09,February 9,Sunday,05:48,good,groceries | wine | call-family | work | museum | coffee | budgeting | concert | deep-work,Sleep quality: 5/5,,Feeling like catch-up with an old friend. Need more sleep tonight. Started the morning with catch-up with an old friend. Trying to keep a steady routine. Started the morning with productive stretch of focused work. Trying to keep a steady routine.
2025-02-10,February 10,Monday,20:49,good,gym | travel | tea | family | friends | dentist | journaling | rain | yoga | deep-work,Sleep quality: 4/5,,Started the morning with productive stretch of focused work. Looking forward to tomorrow. Spent most of the day tired but satisfied kind of day. Trying to keep a steady routine. Managed to get through good session at work. Trying to keep a steady routine.
2025-02-11,February 11,Tuesday,23:42,meh,dentist | doctor | journaling | music | deep-work,Sleep quality: 3/5,,Today was productive stretch of focused work. Hoping next week is calmer. Managed to get through slow start but it picked up. Overall a decent day. Started the morning with good session at work. Could have been better honestly.
2025-02-12,February 12,Wednesday,23:20,meh,bike | work | gaming | date-night | travel | journaling | cooking | car-maintenance | deep-work,Sleep quality: 5/5,,
2025-02-13,February 13,Thursday,23:23,good,tea | travel | gaming | groceries | yoga | volunteering | guitar | wine | reading | swim | deep-work,Sleep quality: 5/5,,
2025-02-14,February 14,Friday,06:43,bad,car-maintenance | groceries | podcast | bike | commute | coffee | board-games | doctor,Sleep quality: 2/5,,A pretty busy day running errands. Need more sleep tonight. Feeling like long walk that helped clear my head. Need more sleep tonight. Feeling like good session at work. Could have been better honestly.
2025-02-15,February 15,Saturday,20:15,good,language-practice | dentist | date-night | walk | wine | sketching | board-games,Sleep quality: 4/5,,
2025-02-16,February 16,Sunday,23:43,good,sketching | run | family | budgeting | coffee | music | travel | cleaning | party | volunteering | call-family,Sleep quality: 3/5,,Feeling like good session at work. Looking forward to tomorrow. Today was stressful meeting that ran long. Could have been better honestly. A pretty catch-up with an old friend. Looking forward to tomorrow.
2025-02-17,February 17,Monday,23:07,good,gaming | date-night | rain | wine | work,Sleep quality: 3/5,,Had a catch-up with an old friend. Overall a decent day. Started the morning with good session at work. Could have been better honestly.
2025-02-18,February 18,Tuesday,22:17,meh,laundry | friends | car-maintenance | yoga | baking | budgeting | tea | podcast | movie,Sleep quality: 3/5,,
